Datum,Hazai csapat,Vendeg csapat,Haza csapat eredmeny,Vendeg csapat eredmeny,Bajnoksag
11/19/2021,Sri Lanka,Seychelles,3,3,Mahinda Rajapaksa Cup
11/30/2021,Iraq,Oman,1,1,Arab Cup
11/30/2021,Qatar,Bahrain,1,0,Arab Cup
11/30/2021,Tunisia,Mauritania,5,1,Arab Cup
11/30/2021,United Arab Emirates,Syria,2,1,Arab Cup
12/1/2021,Morocco,Palestine,4,0,Arab Cup
12/1/2021,Saudi Arabia,Jordan,0,1,Arab Cup
12/1/2021,Algeria,Sudan,4,0,Arab Cup
12/1/2021,Egypt,Lebanon,1,0,Arab Cup
12/3/2021,Bahrain,Iraq,0,0,Arab Cup
12/3/2021,Qatar,Oman,2,1,Arab Cup
12/3/2021,Mauritania,United Arab Emirates,0,1,Arab Cup
12/3/2021,Syria,Tunisia,2,0,Arab Cup
12/4/2021,Jordan,Morocco,0,4,Arab Cup
12/4/2021,Palestine,Saudi Arabia,1,1,Arab Cup
12/4/2021,Lebanon,Algeria,0,2,Arab Cup
12/4/2021,Sudan,Egypt,0,5,Arab Cup
12/5/2021,Timor-Leste,Thailand,0,2,AFF Championship
12/5/2021,Singapore,Myanmar,3,0,AFF Championship
12/6/2021,Oman,Bahrain,3,0,Arab Cup
12/6/2021,Qatar,Iraq,3,0,Arab Cup
12/6/2021,Syria,Mauritania,1,2,Arab Cup
12/6/2021,Tunisia,United Arab Emirates,1,0,Arab Cup
12/6/2021,Cambodia,Malaysia,1,3,AFF Championship
12/6/2021,Laos,Vietnam,0,2,AFF Championship
12/7/2021,Jordan,Palestine,5,1,Arab Cup
12/7/2021,Morocco,Saudi Arabia,1,0,Arab Cup
12/7/2021,Algeria,Egypt,1,1,Arab Cup
12/7/2021,Lebanon,Sudan,1,0,Arab Cup
12/8/2021,Myanmar,Timor-Leste,2,0,AFF Championship
12/8/2021,Singapore,Philippines,2,1,AFF Championship
12/9/2021,Malaysia,Laos,4,0,AFF Championship
12/9/2021,Indonesia,Cambodia,4,2,AFF Championship
12/10/2021,Tunisia,Oman,2,1,Arab Cup
12/10/2021,Qatar,United Arab Emirates,5,0,Arab Cup
12/11/2021,Egypt,Jordan,3,1,Arab Cup
12/11/2021,Morocco,Algeria,2,2,Arab Cup
12/11/2021,Timor-Leste,Philippines,0,7,AFF Championship
12/11/2021,Thailand,Myanmar,4,0,AFF Championship
12/12/2021,Laos,Indonesia,1,5,AFF Championship
12/12/2021,Vietnam,Malaysia,3,0,AFF Championship
12/14/2021,Philippines,Thailand,1,2,AFF Championship
12/14/2021,Singapore,Timor-Leste,2,0,AFF Championship
12/15/2021,Tunisia,Egypt,1,0,Arab Cup
12/15/2021,Qatar,Algeria,1,2,Arab Cup
12/15/2021,Cambodia,Laos,3,0,AFF Championship
12/15/2021,Indonesia,Vietnam,0,0,AFF Championship
12/18/2021,Qatar,Egypt,0,0,Arab Cup
12/18/2021,Tunisia,Algeria,0,2,Arab Cup
12/18/2021,Singapore,Thailand,0,2,AFF Championship
12/18/2021,Myanmar,Philippines,2,3,AFF Championship
12/19/2021,Vietnam,Cambodia,4,0,AFF Championship
12/19/2021,Malaysia,Indonesia,1,4,AFF Championship
12/22/2021,Singapore,Indonesia,1,1,AFF Championship
12/23/2021,Vietnam,Thailand,0,2,AFF Championship
12/25/2021,Singapore,Indonesia,2,4,AFF Championship
12/26/2021,Thailand,Vietnam,0,0,AFF Championship
12/29/2021,Indonesia,Thailand,0,4,AFF Championship
1/1/2022,Thailand,Indonesia,2,2,AFF Championship
1/9/2022,Cameroon,Burkina Faso,2,1,African Cup of Nations
1/9/2022,Ethiopia,Cape Verde,0,1,African Cup of Nations
1/10/2022,Senegal,Zimbabwe,1,0,African Cup of Nations
1/10/2022,Guinea,Malawi,1,0,African Cup of Nations
1/10/2022,Morocco,Ghana,1,0,African Cup of Nations
1/10/2022,Comoros,Gabon,0,1,African Cup of Nations
1/11/2022,Nigeria,Egypt,1,0,African Cup of Nations
1/11/2022,Sudan,Guinea-Bissau,0,0,African Cup of Nations
1/11/2022,Algeria,Sierra Leone,0,0,African Cup of Nations
1/12/2022,Equatorial Guinea,Ivory Coast,0,1,African Cup of Nations
1/12/2022,Tunisia,Mali,0,1,African Cup of Nations
1/12/2022,Mauritania,Gambia,0,1,African Cup of Nations
1/13/2022,Cameroon,Ethiopia,4,1,African Cup of Nations
1/13/2022,Cape Verde,Burkina Faso,0,1,African Cup of Nations
1/14/2022,Senegal,Guinea,0,0,African Cup of Nations
1/14/2022,Malawi,Zimbabwe,2,1,African Cup of Nations
1/14/2022,Morocco,Comoros,2,0,African Cup of Nations
1/14/2022,Gabon,Ghana,1,1,African Cup of Nations
1/15/2022,Nigeria,Sudan,3,1,African Cup of Nations
1/15/2022,Guinea-Bissau,Egypt,0,1,African Cup of Nations
1/16/2022,Ivory Coast,Sierra Leone,2,2,African Cup of Nations
1/16/2022,Algeria,Equatorial Guinea,0,1,African Cup of Nations
1/16/2022,Gambia,Mali,1,1,African Cup of Nations
1/16/2022,Tunisia,Mauritania,4,0,African Cup of Nations
1/17/2022,Burkina Faso,Ethiopia,1,1,African Cup of Nations
1/17/2022,Cameroon,Cape Verde,1,1,African Cup of Nations
1/18/2022,Malawi,Senegal,0,0,African Cup of Nations
1/18/2022,Zimbabwe,Guinea,2,1,African Cup of Nations
1/18/2022,Gabon,Morocco,2,2,African Cup of Nations
1/18/2022,Ghana,Comoros,2,3,African Cup of Nations
1/19/2022,Egypt,Sudan,1,0,African Cup of Nations
1/19/2022,Guinea-Bissau,Nigeria,0,2,African Cup of Nations
1/20/2022,Ivory Coast,Algeria,3,1,African Cup of Nations
1/20/2022,Sierra Leone,Equatorial Guinea,0,1,African Cup of Nations
1/20/2022,Gambia,Tunisia,1,0,African Cup of Nations
1/20/2022,Mali,Mauritania,2,0,African Cup of Nations
1/23/2022,Burkina Faso,Gabon,1,1,African Cup of Nations
1/23/2022,Nigeria,Tunisia,0,1,African Cup of Nations
1/24/2022,Cameroon,Comoros,2,1,African Cup of Nations
1/24/2022,Guinea,Gambia,0,1,African Cup of Nations
1/25/2022,Morocco,Malawi,2,1,African Cup of Nations
1/25/2022,Senegal,Cape Verde,2,0,African Cup of Nations
1/26/2022,Ivory Coast,Egypt,0,0,African Cup of Nations
1/26/2022,Mali,Equatorial Guinea,0,0,African Cup of Nations
1/27/2022,Jamaica,Mexico,1,2,FIFA World Cup qualification
1/27/2022,United States,El Salvador,1,0,FIFA World Cup qualification
1/27/2022,Honduras,Canada,0,2,FIFA World Cup qualification
1/27/2022,Costa Rica,Panama,1,0,FIFA World Cup qualification
1/27/2022,Lebanon,South Korea,0,1,FIFA World Cup qualification
1/27/2022,Iran,Iraq,1,0,FIFA World Cup qualification
1/27/2022,United Arab Emirates,Syria,2,0,FIFA World Cup qualification
1/27/2022,Japan,China PR,2,0,FIFA World Cup qualification
1/27/2022,Australia,Vietnam,4,0,FIFA World Cup qualification
1/27/2022,Saudi Arabia,Oman,1,0,FIFA World Cup qualification
1/27/2022,Ecuador,Brazil,1,1,FIFA World Cup qualification
1/27/2022,Paraguay,Uruguay,0,1,FIFA World Cup qualification
1/27/2022,Chile,Argentina,1,2,FIFA World Cup qualification
1/28/2022,Colombia,Peru,0,1,FIFA World Cup qualification
1/28/2022,Venezuela,Bolivia,4,1,FIFA World Cup qualification
1/29/2022,Burkina Faso,Tunisia,1,0,African Cup of Nations
1/29/2022,Cameroon,Gambia,2,0,African Cup of Nations
1/30/2022,Egypt,Morocco,2,1,African Cup of Nations
1/30/2022,Senegal,Equatorial Guinea,3,1,African Cup of Nations
1/30/2022,Canada,United States,2,0,FIFA World Cup qualification
1/30/2022,Mexico,Costa Rica,0,0,FIFA World Cup qualification
1/30/2022,Panama,Jamaica,3,2,FIFA World Cup qualification
1/30/2022,Honduras,El Salvador,0,2,FIFA World Cup qualification
2/1/2022,Lebanon,Iraq,1,1,FIFA World Cup qualification
2/1/2022,Iran,United Arab Emirates,1,0,FIFA World Cup qualification
2/1/2022,Syria,South Korea,0,2,FIFA World Cup qualification
2/1/2022,Vietnam,China PR,3,1,FIFA World Cup qualification
2/1/2022,Japan,Saudi Arabia,2,0,FIFA World Cup qualification
2/1/2022,Oman,Australia,2,2,FIFA World Cup qualification
2/1/2022,Bolivia,Chile,2,3,FIFA World Cup qualification
2/1/2022,Uruguay,Venezuela,4,1,FIFA World Cup qualification
2/1/2022,Argentina,Colombia,1,0,FIFA World Cup qualification
2/1/2022,Peru,Ecuador,1,1,FIFA World Cup qualification
2/1/2022,Brazil,Paraguay,4,0,FIFA World Cup qualification
2/2/2022,Burkina Faso,Senegal,1,3,African Cup of Nations
2/2/2022,United States,Honduras,3,0,FIFA World Cup qualification
2/2/2022,Jamaica,Costa Rica,0,1,FIFA World Cup qualification
2/2/2022,El Salvador,Canada,0,2,FIFA World Cup qualification
2/2/2022,Mexico,Panama,1,0,FIFA World Cup qualification
2/3/2022,Cameroon,Egypt,0,0,African Cup of Nations
2/5/2022,Cameroon,Burkina Faso,3,3,African Cup of Nations
2/6/2022,Senegal,Egypt,0,0,African Cup of Nations
3/17/2022,Cook Islands,Solomon Islands,0,2,FIFA World Cup qualification
3/18/2022,Papua New Guinea,New Zealand,0,1,FIFA World Cup qualification
3/18/2022,New Caledonia,Fiji,1,2,FIFA World Cup qualification
3/21/2022,Papua New Guinea,New Caledonia,1,0,FIFA World Cup qualification
3/21/2022,New Zealand,Fiji,4,0,FIFA World Cup qualification
3/23/2022,Chad,Gambia,0,1,African Cup of Nations qualification
3/23/2022,Djibouti,South Sudan,2,4,African Cup of Nations qualification
3/23/2022,Seychelles,Lesotho,0,0,African Cup of Nations qualification
3/23/2022,Somalia,Eswatini,0,3,African Cup of Nations qualification
3/24/2022,Jamaica,El Salvador,1,1,FIFA World Cup qualification
3/24/2022,Mexico,United States,0,0,FIFA World Cup qualification
3/24/2022,Panama,Honduras,1,1,FIFA World Cup qualification
3/24/2022,Costa Rica,Canada,1,0,FIFA World Cup qualification
3/24/2022,Lebanon,Syria,0,3,FIFA World Cup qualification
3/24/2022,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification
3/24/2022,South Korea,Iran,2,0,FIFA World Cup qualification
3/24/2022,China PR,Saudi Arabia,1,1,FIFA World Cup qualification
3/24/2022,Vietnam,Oman,0,1,FIFA World Cup qualification
3/24/2022,Australia,Japan,0,2,FIFA World Cup qualification
3/24/2022,Solomon Islands,Tahiti,3,1,FIFA World Cup qualification
3/24/2022,Fiji,Papua New Guinea,1,2,FIFA World Cup qualification
3/24/2022,New Zealand,New Caledonia,7,1,FIFA World Cup qualification
3/24/2022,Colombia,Bolivia,3,0,FIFA World Cup qualification
3/24/2022,Brazil,Chile,4,0,FIFA World Cup qualification
3/24/2022,Paraguay,Ecuador,3,1,FIFA World Cup qualification
3/24/2022,Uruguay,Peru,1,0,FIFA World Cup qualification
3/24/2022,Italy,North Macedonia,0,1,FIFA World Cup qualification
3/24/2022,Portugal,Turkey,3,1,FIFA World Cup qualification
3/24/2022,Sweden,Czech Republic,1,0,FIFA World Cup qualification
3/24/2022,Wales,Austria,2,1,FIFA World Cup qualification
3/24/2022,Estonia,Cyprus,0,0,UEFA Nations League
3/24/2022,Moldova,Kazakhstan,1,2,UEFA Nations League
3/24/2022,Mauritius,São Tomé and Príncipe,3,0,African Cup of Nations qualification
3/25/2022,Cameroon,Algeria,0,1,FIFA World Cup qualification
3/25/2022,DR Congo,Morocco,1,1,FIFA World Cup qualification
3/25/2022,Egypt,Senegal,1,0,FIFA World Cup qualification
3/25/2022,Ghana,Nigeria,0,0,FIFA World Cup qualification
3/25/2022,Mali,Tunisia,0,1,FIFA World Cup qualification
3/25/2022,Argentina,Venezuela,3,0,FIFA World Cup qualification
3/25/2022,Tajikistan,Uganda,1,1,Navruz Cup
3/25/2022,Uzbekistan,Kyrgyzstan,3,1,Navruz Cup
3/25/2022,Alderney,Jersey,1,6,Muratti Vase
3/27/2022,El Salvador,Costa Rica,1,2,FIFA World Cup qualification
3/27/2022,Canada,Jamaica,4,0,FIFA World Cup qualification
3/27/2022,Honduras,Mexico,0,1,FIFA World Cup qualification
3/27/2022,United States,Panama,5,1,FIFA World Cup qualification
3/27/2022,New Zealand,Tahiti,1,0,FIFA World Cup qualification
3/27/2022,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification
3/27/2022,South Sudan,Djibouti,1,0,African Cup of Nations qualification
3/27/2022,Lesotho,Seychelles,3,1,African Cup of Nations qualification
3/27/2022,Eswatini,Somalia,2,1,African Cup of Nations qualification
3/27/2022,Mauritius,São Tomé and Príncipe,3,3,African Cup of Nations qualification
3/29/2022,Algeria,Cameroon,1,2,FIFA World Cup qualification
3/29/2022,Morocco,DR Congo,4,1,FIFA World Cup qualification
3/29/2022,Nigeria,Ghana,1,1,FIFA World Cup qualification
3/29/2022,Senegal,Egypt,1,0,FIFA World Cup qualification
3/29/2022,Tunisia,Mali,0,0,FIFA World Cup qualification
3/29/2022,Iran,Lebanon,2,0,FIFA World Cup qualification
3/29/2022,Syria,Iraq,1,1,FIFA World Cup qualification
3/29/2022,United Arab Emirates,South Korea,1,0,FIFA World Cup qualification
3/29/2022,Japan,Vietnam,1,1,FIFA World Cup qualification
3/29/2022,Oman,China PR,2,0,FIFA World Cup qualification
3/29/2022,Saudi Arabia,Australia,1,0,FIFA World Cup qualification
3/29/2022,Ecuador,Argentina,1,1,FIFA World Cup qualification
3/29/2022,Peru,Paraguay,2,0,FIFA World Cup qualification
3/29/2022,Bolivia,Brazil,0,4,FIFA World Cup qualification
3/29/2022,Venezuela,Colombia,0,1,FIFA World Cup qualification
3/29/2022,Chile,Uruguay,0,2,FIFA World Cup qualification
3/29/2022,Poland,Sweden,2,0,FIFA World Cup qualification
3/29/2022,Portugal,North Macedonia,2,0,FIFA World Cup qualification
3/29/2022,Tajikistan,Kyrgyzstan,1,0,Navruz Cup
3/29/2022,Uzbekistan,Uganda,4,2,Navruz Cup
3/29/2022,Cyprus,Estonia,2,0,UEFA Nations League
3/29/2022,Kazakhstan,Moldova,0,1,UEFA Nations League
3/29/2022,Gambia,Chad,2,2,African Cup of Nations qualification
3/30/2022,Mexico,El Salvador,2,0,FIFA World Cup qualification
3/30/2022,Costa Rica,United States,2,0,FIFA World Cup qualification
3/30/2022,Panama,Canada,1,0,FIFA World Cup qualification
3/30/2022,Jamaica,Honduras,2,1,FIFA World Cup qualification
3/30/2022,Solomon Islands,New Zealand,0,5,FIFA World Cup qualification
4/23/2022,Alderney,Guernsey,0,2,Muratti Vase
5/13/2022,Guernsey,Jersey,1,2,Muratti Vase
5/21/2022,Yoruba Nation,Matabeleland,1,1,CONIFA Africa Football Cup
5/21/2022,Jersey,Guernsey,1,0,Muratti Vase
5/22/2022,Biafra,Matabeleland,0,1,CONIFA Africa Football Cup
5/23/2022,Yoruba Nation,Biafra,0,1,CONIFA Africa Football Cup
5/25/2022,Biafra,Matabeleland,1,0,CONIFA Africa Football Cup
6/1/2022,Italy,Argentina,0,3,CONMEBOL–UEFA Cup of Champions
6/1/2022,Scotland,Ukraine,1,3,FIFA World Cup qualification
6/1/2022,Angola,Central African Republic,2,1,African Cup of Nations qualification
6/1/2022,Ghana,Madagascar,3,0,African Cup of Nations qualification
6/1/2022,Libya,Botswana,1,0,African Cup of Nations qualification
6/1/2022,Poland,Wales,2,1,UEFA Nations League
6/2/2022,Tunisia,Equatorial Guinea,4,0,African Cup of Nations qualification
6/2/2022,Mozambique,Rwanda,1,1,African Cup of Nations qualification
6/2/2022,Panama,Costa Rica,2,0,CONCACAF Nations League
6/2/2022,Barbados,Antigua and Barbuda,0,1,CONCACAF Nations League
6/2/2022,Guadeloupe,Cuba,2,1,CONCACAF Nations League
6/2/2022,Belize,Dominican Republic,0,2,CONCACAF Nations League
6/2/2022,French Guiana,Guatemala,2,0,CONCACAF Nations League
6/2/2022,Anguilla,Dominica,0,0,CONCACAF Nations League
6/2/2022,Czech Republic,Switzerland,2,1,UEFA Nations League
6/2/2022,Spain,Portugal,1,1,UEFA Nations League
6/2/2022,Israel,Iceland,2,2,UEFA Nations League
6/2/2022,Serbia,Norway,0,1,UEFA Nations League
6/2/2022,Slovenia,Sweden,0,2,UEFA Nations League
6/2/2022,Northern Ireland,Greece,0,1,UEFA Nations League
6/2/2022,Cyprus,Kosovo,0,2,UEFA Nations League
6/2/2022,Georgia,Gibraltar,4,0,UEFA Nations League
6/2/2022,Bulgaria,North Macedonia,1,1,UEFA Nations League
6/2/2022,Estonia,San Marino,2,0,UEFA Nations League
6/3/2022,Togo,Eswatini,2,2,African Cup of Nations qualification
6/3/2022,Burkina Faso,Cape Verde,2,0,African Cup of Nations qualification
6/3/2022,Comoros,Lesotho,2,0,African Cup of Nations qualification
6/3/2022,Ivory Coast,Zambia,3,1,African Cup of Nations qualification
6/3/2022,Curaçao,Honduras,0,1,CONCACAF Nations League
6/3/2022,Bahamas,Saint Vincent and the Grenadines,1,0,CONCACAF Nations League
6/3/2022,Nicaragua,Trinidad and Tobago,2,1,CONCACAF Nations League
6/3/2022,Sint Maarten,United States Virgin Islands,1,1,CONCACAF Nations League
6/3/2022,Turks and Caicos Islands,Bonaire,1,4,CONCACAF Nations League
6/3/2022,Saint Martin,Aruba,0,0,CONCACAF Nations League
6/3/2022,British Virgin Islands,Cayman Islands,1,1,CONCACAF Nations League
6/3/2022,Croatia,Austria,0,3,UEFA Nations League
6/3/2022,France,Denmark,1,2,UEFA Nations League
6/3/2022,Belgium,Netherlands,1,4,UEFA Nations League
6/3/2022,Kazakhstan,Azerbaijan,2,0,UEFA Nations League
6/3/2022,Belarus,Slovakia,0,1,UEFA Nations League
6/3/2022,Liechtenstein,Moldova,0,2,UEFA Nations League
6/3/2022,Latvia,Andorra,3,0,UEFA Nations League
6/4/2022,Namibia,Burundi,1,1,African Cup of Nations qualification
6/4/2022,Niger,Tanzania,1,1,African Cup of Nations qualification
6/4/2022,Algeria,Uganda,2,0,African Cup of Nations qualification
6/4/2022,Gambia,South Sudan,1,0,African Cup of Nations qualification
6/4/2022,Mali,Congo,4,0,African Cup of Nations qualification
6/4/2022,Mauritania,Sudan,3,0,African Cup of Nations qualification
6/4/2022,DR Congo,Gabon,0,1,African Cup of Nations qualification
6/4/2022,Senegal,Benin,3,1,African Cup of Nations qualification
6/4/2022,Suriname,Jamaica,1,1,CONCACAF Nations League
6/4/2022,El Salvador,Grenada,3,1,CONCACAF Nations League
6/4/2022,Bermuda,Haiti,0,0,CONCACAF Nations League
6/4/2022,Montserrat,Guyana,1,2,CONCACAF Nations League
6/4/2022,Hungary,England,1,0,UEFA Nations League
6/4/2022,Italy,Germany,1,1,UEFA Nations League
6/4/2022,Armenia,Republic of Ireland,1,0,UEFA Nations League
6/4/2022,Finland,Bosnia and Herzegovina,1,1,UEFA Nations League
6/4/2022,Montenegro,Romania,2,0,UEFA Nations League
6/4/2022,Lithuania,Luxembourg,0,2,UEFA Nations League
6/4/2022,Turkey,Faroe Islands,4,0,UEFA Nations League
6/5/2022,Wales,Ukraine,1,0,FIFA World Cup qualification
6/5/2022,Malawi,Ethiopia,2,1,African Cup of Nations qualification
6/5/2022,Egypt,Guinea,1,0,African Cup of Nations qualification
6/5/2022,Central African Republic,Ghana,1,1,African Cup of Nations qualification
6/5/2022,Madagascar,Angola,1,1,African Cup of Nations qualification
6/5/2022,Botswana,Tunisia,0,0,African Cup of Nations qualification
6/5/2022,Costa Rica,Martinique,2,0,CONCACAF Nations League
6/5/2022,Cuba,Barbados,3,0,CONCACAF Nations League
6/5/2022,Antigua and Barbuda,Guadeloupe,1,0,CONCACAF Nations League
6/5/2022,Guatemala,Belize,2,0,CONCACAF Nations League
6/5/2022,Dominican Republic,French Guiana,2,3,CONCACAF Nations League
6/5/2022,Dominica,Anguilla,1,1,CONCACAF Nations League
6/5/2022,Portugal,Switzerland,4,0,UEFA Nations League
6/5/2022,Czech Republic,Spain,2,2,UEFA Nations League
6/5/2022,Serbia,Slovenia,4,1,UEFA Nations League
6/5/2022,Sweden,Norway,1,2,UEFA Nations League
6/5/2022,Cyprus,Northern Ireland,0,0,UEFA Nations League
6/5/2022,Kosovo,Greece,0,1,UEFA Nations League
6/5/2022,Gibraltar,North Macedonia,0,2,UEFA Nations League
6/5/2022,Bulgaria,Georgia,2,5,UEFA Nations League
6/5/2022,San Marino,Malta,0,2,UEFA Nations League
6/6/2022,Equatorial Guinea,Libya,2,0,African Cup of Nations qualification
6/6/2022,Honduras,Curaçao,1,2,CONCACAF Nations League
6/6/2022,Saint Vincent and the Grenadines,Nicaragua,2,2,CONCACAF Nations League
6/6/2022,Trinidad and Tobago,Bahamas,1,0,CONCACAF Nations League
6/6/2022,Bonaire,Sint Maarten,2,2,CONCACAF Nations League
6/6/2022,United States Virgin Islands,Turks and Caicos Islands,3,2,CONCACAF Nations League
6/6/2022,Aruba,Saint Martin,3,0,CONCACAF Nations League
6/6/2022,Cayman Islands,British Virgin Islands,1,1,CONCACAF Nations League
6/6/2022,Austria,Denmark,1,2,UEFA Nations League
6/6/2022,Croatia,France,1,1,UEFA Nations League
6/6/2022,Iceland,Albania,1,1,UEFA Nations League
6/6/2022,Belarus,Azerbaijan,0,0,UEFA Nations League
6/6/2022,Slovakia,Kazakhstan,0,1,UEFA Nations League
6/6/2022,Latvia,Liechtenstein,1,0,UEFA Nations League
6/6/2022,Andorra,Moldova,0,0,UEFA Nations League
6/7/2022,Eswatini,Burkina Faso,1,3,African Cup of Nations qualification
6/7/2022,Cape Verde,Togo,2,0,African Cup of Nations qualification
6/7/2022,Zambia,Comoros,2,1,African Cup of Nations qualification
6/7/2022,Senegal,Rwanda,1,0,African Cup of Nations qualification
6/7/2022,Jamaica,Suriname,3,1,CONCACAF Nations League
6/7/2022,Grenada,El Salvador,2,2,CONCACAF Nations League
6/7/2022,Guyana,Bermuda,2,1,CONCACAF Nations League
6/7/2022,Haiti,Montserrat,3,2,CONCACAF Nations League
6/7/2022,Germany,England,1,1,UEFA Nations League
6/7/2022,Italy,Hungary,2,1,UEFA Nations League
6/7/2022,Finland,Montenegro,2,0,UEFA Nations League
6/7/2022,Bosnia and Herzegovina,Romania,1,0,UEFA Nations League
6/7/2022,Faroe Islands,Luxembourg,0,1,UEFA Nations League
6/7/2022,Lithuania,Turkey,0,6,UEFA Nations League
